problem_solution_key,id,title,solution_column,solution_index,source_broad_tag,source_broad_score,BACKTRACKING,BFS,BINARY_SEARCH,BITMASK,BRUTE_FORCE,COMBINATORICS,DFS,DIJKSTRA,DP,FENWICK_TREE,GCD_LCM,GEOMETRY,GRAPH,GREEDY,MATH,MODULAR_ARITHMETIC,PARAMETRIC_SEARCH,PREFIX_SUM,PRIORITY_QUEUE,SEGMENT_TREE,SIEVE,SIMULATION,SORTING,STACK,TOPO_SORT,TREE,TWO_POINTERS,UNION_FIND,recheck_best_candidate,recheck_best_score,recheck_decision,recheck_reason
804_B_solution_13,804_B,Minimum number of steps,solution_13,13,GREEDY,60,,,0,,,,,,20,0,,,0,,,,0,,0,0,,,0,0,,,0,0,DP,20,KEEP_ORIGINAL,"그리디한 순회 방식이 사용되었으나, 핵심은 'b'의 개수가 2배가 된다는 수학적 관찰에 있음"
804_B_solution_13,804_B,Minimum number of steps,solution_13,13,MATH,95,,,0,,0,90,,,20,,0,0,,60,,85,0,,,,0,,,,,,,,COMBINATORICS,90,KEEP_ORIGINAL,조합론적 규칙과 모듈러 연산이 핵심인 전형적인 수학 문제임
804_B_solution_14,804_B,Minimum number of steps,solution_14,14,GREEDY,60,,,0,,,,,,20,0,,,0,,,,0,,0,0,,,0,0,,,0,0,DP,20,KEEP_ORIGINAL,역순 순회라는 그리디한 접근이 있으나 핵심은 지수적 증가라는 수학적 규칙에 있음
804_B_solution_14,804_B,Minimum number of steps,solution_14,14,MATH,95,,,0,,0,90,,,20,,0,0,,60,,85,0,,,,0,,,,,,,,COMBINATORICS,90,KEEP_ORIGINAL,조합론적 규칙과 모듈러 연산이 핵심인 전형적인 수학 문제임
804_B_solution_15,804_B,Minimum number of steps,solution_15,15,MATH,95,,,0,,0,80,,,0,,0,0,,0,,90,0,,,,0,,,,,,,,MODULAR_ARITHMETIC,90,LIKELY_SPECIFIC_ALGORITHM,단순 MATH보다는 조합론적 관찰(Combinatorics)과 모듈러 연산(Modular Arithmetic)이 구체적인 핵심임
804_B_solution_16,804_B,Minimum number of steps,solution_16,16,MATH,95,,,0,,0,80,,,0,,0,0,,0,,90,0,,,,0,,,,,,,,MODULAR_ARITHMETIC,90,LIKELY_SPECIFIC_ALGORITHM,전반적인 MATH 범주 중 Combinatorics와 Modular Arithmetic가 가장 구체적인 핵심임
804_B_solution_7,804_B,Minimum number of steps,solution_7,7,MATH,95,,,0,,0,60,,,30,,0,0,,40,,85,0,,,,0,,,,,,,,MODULAR_ARITHMETIC,85,KEEP_ORIGINAL,"모듈러 연산과 조합론적 증가 패턴이 핵심이며, MATH 태그가 가장 적절함"
804_B_solution_8,804_B,Minimum number of steps,solution_8,8,MATH,95,,,0,,0,60,,,30,,0,0,,40,,85,0,,,,0,,,,,,,,MODULAR_ARITHMETIC,85,KEEP_ORIGINAL,배수 증가 패턴과 모듈러 연산이 핵심인 전형적인 수학/구현 문제임
1165_F2_solution_1,1165_F2,Microtransactions (hard version),solution_1,1,GREEDY,85,,,90,,,,,,0,0,,,0,,,,95,,0,0,,,0,0,,,0,0,PARAMETRIC_SEARCH,95,LIKELY_SPECIFIC_ALGORITHM,"GREEDY는 check 함수 내부의 판단 로직이며, 전체 풀이의 시간복잡도와 구조를 결정하는 핵심은 PARAMETRIC_SEARCH임."
1165_F2_solution_2,1165_F2,Microtransactions (hard version),solution_2,2,GREEDY,90,,,90,,,,,,0,0,,,0,,,,95,,0,0,,,0,0,,,0,0,PARAMETRIC_SEARCH,95,LIKELY_SPECIFIC_ALGORITHM,"GREEDY는 check 함수 내의 구체적 기법이며, 문제 전체의 풀이 구조를 결정하는 것은 PARAMETRIC_SEARCH임."
1165_F2_solution_3,1165_F2,Microtransactions (hard version),solution_3,3,GREEDY,90,,,30,,,,,,0,0,,,0,,,,95,,0,0,,,40,0,,,0,0,PARAMETRIC_SEARCH,95,KEEP_ORIGINAL,"GREEDY 전략(가장 늦은 세일 날짜 선택)이 정답 논리의 핵심이며, 이를 감싸는 Parametric Search 구조가 시간복잡도를 결정함"
1165_F2_solution_4,1165_F2,Microtransactions (hard version),solution_4,4,GREEDY,90,,,30,,,,,,0,0,,,0,,,,95,,0,0,,,0,0,,,0,0,PARAMETRIC_SEARCH,95,KEEP_ORIGINAL,"가장 늦은 세일일에 구매한다는 전략이 핵심 그리디 요소이며, 이분 탐색과 결합되어 최적해를 구함"
1165_F2_solution_5,1165_F2,Microtransactions (hard version),solution_5,5,GREEDY,75,,,70,,,,,,0,0,,,0,,,,95,,0,0,,,0,0,,,0,0,PARAMETRIC_SEARCH,95,KEEP_ORIGINAL,세일 품목의 마지막 가능 날짜를 선택하는 그리디 전략이 핵심이므로 GREEDY 유지가 적절함
1165_F2_solution_6,1165_F2,Microtransactions (hard version),solution_6,6,GREEDY,90,,,70,,,,,,0,0,,,0,,,,95,,0,0,,,0,0,,,0,0,PARAMETRIC_SEARCH,95,KEEP_ORIGINAL,세일 품목의 마지막 가능 날짜를 선택하여 자금을 최대한 확보하는 그리디 전략이 정답 논리의 핵심임
1165_F2_solution_9,1165_F2,Microtransactions (hard version),solution_9,9,GREEDY,85,,,80,,,,,,0,0,,,0,,,,95,,0,0,,,40,0,,,0,0,PARAMETRIC_SEARCH,95,LIKELY_SPECIFIC_ALGORITHM,"그리디한 검증 방식이 핵심이나, 이를 통해 최적값을 찾는 전체 구조는 파라메트릭 서치에 의존함"
1165_F2_solution_10,1165_F2,Microtransactions (hard version),solution_10,10,GREEDY,85,,,80,,,,,,0,0,,,0,,,,95,,0,0,,,40,0,,,0,0,PARAMETRIC_SEARCH,95,LIKELY_SPECIFIC_ALGORITHM,"그리디 검증이 핵심이나, 전체 문제 풀이의 구조는 파라메트릭 서치에 의해 결정됨"
1165_F2_solution_11,1165_F2,Microtransactions (hard version),solution_11,11,GREEDY,90,,,40,,,,,,0,0,,,0,,,,95,,0,0,,,0,0,,,0,0,PARAMETRIC_SEARCH,95,KEEP_ORIGINAL,"단순한 역순 순회 기반의 그리디 전략이며, 특정 자료구조를 이용한 최적화보다는 결정 문제의 판정 논리 자체가 핵심임"
1165_F2_solution_12,1165_F2,Microtransactions (hard version),solution_12,12,GREEDY,90,,,40,,,,,,0,0,,,0,,,,95,,0,0,,,0,0,,,0,0,PARAMETRIC_SEARCH,95,KEEP_ORIGINAL,가장 늦은 날짜의 세일을 우선적으로 사용하는 단순 그리디 방식임
1165_F2_solution_7,1165_F2,Microtransactions (hard version),solution_7,7,GREEDY,90,,,50,,,,,,0,0,,,0,,,,95,,0,0,,,30,0,,,0,0,PARAMETRIC_SEARCH,95,LIKELY_SPECIFIC_ALGORITHM,"그리디한 판정 함수가 포함되어 있으나, 전체 문제의 핵심 시간복잡도와 구조를 결정하는 것은 정답 값에 대한 이분 탐색(Parametric Search)임"
1165_F2_solution_8,1165_F2,Microtransactions (hard version),solution_8,8,GREEDY,90,,,50,,,,,,0,0,,,0,,,,95,,0,0,,,70,0,,,0,0,PARAMETRIC_SEARCH,95,LIKELY_SPECIFIC_ALGORITHM,"그리디 판정 구조가 핵심이지만, 문제 해결을 가능하게 하는 전체 틀은 Parametric Search임"
1165_F2_solution_13,1165_F2,Microtransactions (hard version),solution_13,13,GREEDY,90,,,95,,,,,,0,0,,,0,,,,95,,0,0,,,20,0,,,0,0,BINARY_SEARCH,95,LIKELY_SPECIFIC_ALGORITHM,"GREEDY가 사용되었으나, 전체 풀이의 틀은 Parametric Search(Binary Search)가 결정함."
1165_F2_solution_14,1165_F2,Microtransactions (hard version),solution_14,14,GREEDY,90,,,95,,,,,,0,0,,,0,,,,95,,0,0,,,20,0,,,0,0,BINARY_SEARCH,95,LIKELY_SPECIFIC_ALGORITHM,"GREEDY 전략이 핵심이나, 문제 해결의 전체 프레임워크는 Parametric Search가 담당함."
1165_F2_solution_15,1165_F2,Microtransactions (hard version),solution_15,15,GREEDY,95,,,60,,,,,,0,0,,,0,,,,100,,0,0,,,40,0,,,0,0,PARAMETRIC_SEARCH,100,LIKELY_SPECIFIC_ALGORITHM,"GREEDY 전략이 사용되었지만, 전체적인 문제 해결의 틀은 PARAMETRIC_SEARCH가 결정함"
1165_F2_solution_16,1165_F2,Microtransactions (hard version),solution_16,16,GREEDY,95,,,60,,,,,,0,0,,,0,,,,100,,0,0,,,30,0,,,0,0,PARAMETRIC_SEARCH,100,LIKELY_SPECIFIC_ALGORITHM,"그리디한 선택이 핵심이지만, 문제 해결의 전체 프레임워크는 Parametric Search임"
1165_F2_solution_17,1165_F2,Microtransactions (hard version),solution_17,17,GREEDY,90,,,95,,,,,,0,0,,,0,,,,100,,0,0,,,10,0,,,0,0,PARAMETRIC_SEARCH,100,LIKELY_SPECIFIC_ALGORITHM,단순 그리디보다 정답의 단조성을 이용한 Parametric Search와 Binary Search가 문제 해결의 전체 구조를 결정함
1165_F2_solution_18,1165_F2,Microtransactions (hard version),solution_18,18,GREEDY,90,,,95,,,,,,0,0,,,0,,,,100,,0,0,,,30,0,,,0,0,PARAMETRIC_SEARCH,100,LIKELY_SPECIFIC_ALGORITHM,"그리디한 할당 방식이 사용되었으나, 전체적인 문제 해결 프레임워크는 Parametric Search에 의존함"
1165_F2_solution_19,1165_F2,Microtransactions (hard version),solution_19,19,GREEDY,90,,,90,,,,,,0,0,,,0,,,,100,,0,0,,,0,0,,,0,0,PARAMETRIC_SEARCH,100,LIKELY_SPECIFIC_ALGORITHM,GREEDY가 핵심이지만 이를 감싸고 있는 PARAMETRIC_SEARCH가 전체 풀이 구조와 시간복잡도를 결정함
1165_F2_solution_20,1165_F2,Microtransactions (hard version),solution_20,20,GREEDY,90,,,90,,,,,,0,0,,,0,,,,100,,0,0,,,75,0,,,0,0,PARAMETRIC_SEARCH,100,LIKELY_SPECIFIC_ALGORITHM,"전형적인 Parametric Search + Greedy 구조이며, 정렬이 그리디 선택의 순서를 결정하는 핵심 도구로 사용됨"
1004_B_solution_1,1004_B,Sonya and Exhibition,solution_1,1,MATH,60,,,0,,0,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,GCD_LCM,0,KEEP_ORIGINAL,산술적 최적화 성질(x * (L-x)의 최대화)을 이용한 것이므로 MATH 태그가 적절함
1004_B_solution_2,1004_B,Sonya and Exhibition,solution_2,2,MATH,60,,,0,,0,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,GCD_LCM,0,KEEP_ORIGINAL,수학적 최적화 원리를 이용한 구성적 문제임
1004_B_solution_5,1004_B,Sonya and Exhibition,solution_5,5,MATH,70,,,0,,0,0,,,0,,0,0,,40,,0,0,,,,0,,,,,,,,GREEDY,40,KEEP_ORIGINAL,"곱의 최대화라는 기초 수학적 원리를 이용한 것이나, 구현 자체가 매우 단순하여 구현 점수가 더 높음"
1004_B_solution_6,1004_B,Sonya and Exhibition,solution_6,6,MATH,70,,,0,,0,0,,,0,,0,0,,40,,0,0,,,,0,,,,,,,,GREEDY,40,KEEP_ORIGINAL,기초적인 산술적 관찰에 기반한 constructive 풀이임
1004_B_solution_7,1004_B,Sonya and Exhibition,solution_7,7,GREEDY,85,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,0,0,,,0,0,SORTING,0,KEEP_ORIGINAL,단순 교차 배치가 모든 구간의 최적값을 보장하는 그리디 전략임이 명확함
1004_B_solution_7,1004_B,Sonya and Exhibition,solution_7,7,MATH,70,,,0,,0,0,,,0,,0,0,,85,,0,0,,,,0,,,,,,,,GREEDY,85,KEEP_ORIGINAL,"곱의 최대화라는 수학적 원리가 적용되었으나, 구현상 그리디한 구성이 핵심임"
1004_B_solution_8,1004_B,Sonya and Exhibition,solution_8,8,GREEDY,85,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,0,0,,,0,0,SORTING,0,KEEP_ORIGINAL,교차 배치가 전 구간의 아름다움 합을 최대화하는 최적 전략임
1004_B_solution_8,1004_B,Sonya and Exhibition,solution_8,8,MATH,70,,,0,,0,0,,,0,,0,0,,85,,0,0,,,,0,,,,,,,,GREEDY,85,KEEP_ORIGINAL,수학적 최적화 원리를 따르고 있으나 구현은 단순 그리디 구성임
1004_B_solution_3,1004_B,Sonya and Exhibition,solution_3,3,GREEDY,60,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,0,0,,,0,0,SORTING,0,KEEP_ORIGINAL,특정 그리디 기법이나 다른 자료구조를 사용한 것이 아니라 수학적 성질을 이용한 단순 구성 문제임
1004_B_solution_3,1004_B,Sonya and Exhibition,solution_3,3,MATH,90,,,0,,0,0,,,0,,0,0,,60,,0,0,,,,0,,,,,,,,GREEDY,60,KEEP_ORIGINAL,합의 곱 x*(L-x)가 x=L/2일 때 최대라는 기본 산술 성질을 이용한 것이므로 MATH 태그가 적절함
1004_B_solution_4,1004_B,Sonya and Exhibition,solution_4,4,GREEDY,60,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,0,0,,,0,0,SORTING,0,KEEP_ORIGINAL,단순 구성적 문제이며 특정한 그리디 최적화 기법이 사용되지 않음
1004_B_solution_4,1004_B,Sonya and Exhibition,solution_4,4,MATH,90,,,0,,0,0,,,0,,0,0,,60,,0,0,,,,0,,,,,,,,GREEDY,60,KEEP_ORIGINAL,x(L-x) 최대화라는 수학적 기초 원리를 이용한 풀이임
1004_B_solution_9,1004_B,Sonya and Exhibition,solution_9,9,MATH,70,,,0,,0,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,GCD_LCM,0,KEEP_ORIGINAL,두 수의 곱이 최대가 되려면 두 수의 차이가 최소가 되어야 한다는 기본적인 수학적 성질에 기반함
1004_B_solution_10,1004_B,Sonya and Exhibition,solution_10,10,MATH,70,,,0,,0,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,GCD_LCM,0,KEEP_ORIGINAL,곱의 최대화라는 수학적 원리를 이용함
1004_B_solution_11,1004_B,Sonya and Exhibition,solution_11,11,GREEDY,60,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,0,0,,,0,0,SORTING,0,KEEP_ORIGINAL,단순한 수학적 관찰에 의한 구성이므로 다른 특정 알고리즘으로 대체되지 않음
1004_B_solution_11,1004_B,Sonya and Exhibition,solution_11,11,MATH,95,,,0,,0,0,,,0,,0,0,,60,,0,0,,,,0,,,,,,,,GREEDY,60,KEEP_ORIGINAL,산술-기하 평균의 원리를 이용하여 두 수의 차이를 최소화하는 기초적인 수학적 성질을 이용함
1004_B_solution_12,1004_B,Sonya and Exhibition,solution_12,12,GREEDY,60,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,0,0,,,0,0,SORTING,0,KEEP_ORIGINAL,단순한 수학적 관찰에 의한 구성이므로 다른 특정 알고리즘으로 대체되지 않음
1004_B_solution_12,1004_B,Sonya and Exhibition,solution_12,12,MATH,95,,,0,,0,0,,,0,,0,0,,60,,0,0,,,,0,,,,,,,,GREEDY,60,KEEP_ORIGINAL,두 수의 합이 일정할 때 곱의 최대값은 두 수가 같을 때라는 수학적 기본 원리를 이용함
1004_B_solution_13,1004_B,Sonya and Exhibition,solution_13,13,MATH,85,,,0,,0,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,GCD_LCM,0,KEEP_ORIGINAL,기본적인 산술적 성질(x*(L-x) 최대화)을 이용한 것이므로 MATH 태그가 적절함
1004_B_solution_14,1004_B,Sonya and Exhibition,solution_14,14,MATH,85,,,0,,0,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,GCD_LCM,0,KEEP_ORIGINAL,기본적인 산술적 최적화 원리를 이용한 구현임
1004_B_solution_15,1004_B,Sonya and Exhibition,solution_15,15,MATH,70,,,0,,0,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,GCD_LCM,0,KEEP_ORIGINAL,"기초적인 대수적 성질(합이 일정할 때 곱의 최대화)을 이용한 것으로, 특정 고등 수학 알고리즘이 적용된 것은 아님."
1004_B_solution_16,1004_B,Sonya and Exhibition,solution_16,16,MATH,70,,,0,,0,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,GCD_LCM,0,KEEP_ORIGINAL,"기본적인 산술 성질을 이용한 것이며, 세부 수학 태그에 해당하지 않음."
1004_B_solution_17,1004_B,Sonya and Exhibition,solution_17,17,MATH,75,,,0,,0,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,GCD_LCM,0,KEEP_ORIGINAL,"함수 x(k-x)의 최대값 성질을 이용한 기초 수학적 접근이며, 더 구체적인 수학 태그로 분류하기 어렵다."
1004_B_solution_18,1004_B,Sonya and Exhibition,solution_18,18,MATH,75,,,0,,0,0,,,0,,0,0,,0,,0,0,,,,0,,,,,,,,GCD_LCM,0,KEEP_ORIGINAL,"기초적인 산술 성질을 이용한 문제로, 더 세부적인 수학 알고리즘 분류에 해당하지 않는다."
165_E_solution_1,165_E,Compatible Numbers,solution_1,1,DP,90,,0,0,100,,,0,0,,0,,,,0,,,,0,,0,,,,,0,0,,,BITMASK,100,LIKELY_SPECIFIC_ALGORITHM,일반적인 DP보다 비트마스크 상의 부분집합 전파라는 매우 구체적인 BITMASK_DP 구조를 가짐
165_E_solution_1,165_E,Compatible Numbers,solution_1,1,BITMASK,95,0,0,,,30,,0,,100,,,,,,20,,,,,,,0,,,,,,,DP,100,LIKELY_SPECIFIC_ALGORITHM,"비트마스크는 상태 표현 방식이며, 실제 풀이 구조는 DP(SOS DP)가 결정함"
165_E_solution_2,165_E,Compatible Numbers,solution_2,2,DP,90,,0,0,100,,,0,0,,0,,,,0,,,,0,,0,,,,,0,0,,,BITMASK,100,LIKELY_SPECIFIC_ALGORITHM,매우 전형적인 SOS DP(BITMASK_DP) 구조임
165_E_solution_2,165_E,Compatible Numbers,solution_2,2,BITMASK,95,0,0,,,30,,0,,100,,,,,,20,,,,,,,0,,,,,,,DP,100,LIKELY_SPECIFIC_ALGORITHM,"비트마스크는 상태 표현이며, 핵심 해결책은 DP 전파 구조에 있음"
1004_B_solution_19,1004_B,Sonya and Exhibition,solution_19,19,GREEDY,60,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,0,0,,,0,0,SORTING,0,KEEP_ORIGINAL,전형적인 그리디 선택이라기보다 수학적 최적 구조를 건설하는 Constructive 방식임
1004_B_solution_19,1004_B,Sonya and Exhibition,solution_19,19,MATH,85,,,0,,0,0,,,0,,0,0,,60,,0,0,,,,0,,,,,,,,GREEDY,60,KEEP_ORIGINAL,산술적 성질(두 수의 합이 일정할 때 곱의 최대화)을 이용한 풀이가 적절함
1004_B_solution_20,1004_B,Sonya and Exhibition,solution_20,20,GREEDY,60,,,0,,,,,,0,0,,,0,,,,0,,0,0,,,0,0,,,0,0,SORTING,0,KEEP_ORIGINAL,전형적인 그리디 알고리즘이라기보다 최적 구조를 생성하는 수학적 구성 문제임
1004_B_solution_20,1004_B,Sonya and Exhibition,solution_20,20,MATH,85,,,0,,0,0,,,0,,0,0,,60,,0,0,,,,0,,,,,,,,GREEDY,60,KEEP_ORIGINAL,산술적 최대값 성질을 이용한 적절한 분류임
165_E_solution_5,165_E,Compatible Numbers,solution_5,5,DP,90,,0,0,95,,,0,0,,0,,,,0,,,,0,,0,,,,,0,0,,,BITMASK,95,KEEP_ORIGINAL,"BITMASK_DP의 정석적인 형태이며, 상태 전이가 비트 마스크 부분집합 관계에 기반함"
165_E_solution_5,165_E,Compatible Numbers,solution_5,5,BITMASK,95,0,0,,,20,,0,,100,,,,,,0,,,,,,,0,,,,,,,DP,100,LIKELY_SPECIFIC_ALGORITHM,"BITMASK는 상태 표현 방식이며, 실제 풀이 구조와 시간복잡도를 결정하는 핵심은 DP 전이임"
165_E_solution_6,165_E,Compatible Numbers,solution_6,6,DP,90,,0,0,95,,,0,0,,0,,,,0,,,,0,,0,,,,,0,0,,,BITMASK,95,KEEP_ORIGINAL,비트 마스크 기반의 상태 전이를 이용한 DP가 핵심이므로 적절함
165_E_solution_6,165_E,Compatible Numbers,solution_6,6,BITMASK,95,0,0,,,20,,0,,100,,,,,,0,,,,,,,0,,,,,,,DP,100,LIKELY_SPECIFIC_ALGORITHM,"BITMASK는 상태를 표현하는 수단이며, 실제 최적화의 핵심은 DP 전이 구조임"
165_E_solution_3,165_E,Compatible Numbers,solution_3,3,DP,90,,0,0,95,,,0,0,,0,,,,0,,,,0,,0,,,,,0,0,,,BITMASK,95,LIKELY_SPECIFIC_ALGORITHM,단순 DP보다 구체적인 BITMASK_DP(SOS DP) 구조가 시간복잡도와 정답 논리를 결정함
165_E_solution_3,165_E,Compatible Numbers,solution_3,3,BITMASK,95,0,0,,,20,,0,,90,,,,,,30,,,,,,,0,,,,,,,DP,90,LIKELY_SPECIFIC_ALGORITHM,"BITMASK는 상태 표현 방식이며, 이를 이용한 DP 전이가 풀이의 핵심임"
165_E_solution_4,165_E,Compatible Numbers,solution_4,4,DP,90,,0,0,95,,,0,0,,0,,,,0,,,,0,,0,,,,,0,0,,,BITMASK,95,LIKELY_SPECIFIC_ALGORITHM,일반적인 DP보다 비트마스크 집합 관계를 다루는 BITMASK_DP(SOS DP)가 훨씬 정확한 분류임
165_E_solution_4,165_E,Compatible Numbers,solution_4,4,BITMASK,95,0,0,,,20,,0,,90,,,,,,30,,,,,,,0,,,,,,,DP,90,LIKELY_SPECIFIC_ALGORITHM,단순 비트 연산이 아니라 비트마스크를 이용한 DP 상태 전이가 풀이의 핵심임
165_E_solution_9,165_E,Compatible Numbers,solution_9,9,DP,80,,0,0,100,,,85,0,,0,,,,0,,,,0,,0,,,,,0,0,,,BITMASK,100,LIKELY_SPECIFIC_ALGORITHM,"DP 구조가 맞으며, 특히 비트마스크를 이용한 부분집합 전파(SOS DP)라는 구체적인 알고리즘임."
165_E_solution_9,165_E,Compatible Numbers,solution_9,9,BITMASK,100,0,0,,,40,,85,,95,,,,,,0,,,,,,,0,,,,,,,DP,95,LIKELY_SPECIFIC_ALGORITHM,"BITMASK는 상태 표현 방식이며, 실제 풀이 구조는 dp[mask] 형태의 전파를 수행하는 BITMASK_DP임."
165_E_solution_10,165_E,Compatible Numbers,solution_10,10,DP,80,,0,0,100,,,0,0,,0,,,,0,,,,0,,0,,,,,0,0,,,BITMASK,100,LIKELY_SPECIFIC_ALGORITHM,"전형적인 SOS DP(Sum Over Subsets) 구조로, 비트마스크 기반의 DP임."
165_E_solution_10,165_E,Compatible Numbers,solution_10,10,BITMASK,100,0,0,,,40,,0,,95,,,,,,0,,,,,,,0,,,,,,,DP,95,LIKELY_SPECIFIC_ALGORITHM,"비트마스크는 상태를 나타내며, 실제 풀이의 핵심은 전파(Propagation)라는 DP 과정에 있음."
165_E_solution_7,165_E,Compatible Numbers,solution_7,7,DP,90,,0,0,95,,,0,0,,0,,,,0,,,,0,,0,,,,,0,0,,,BITMASK,95,LIKELY_SPECIFIC_ALGORITHM,일반적인 DP보다 비트 마스크의 부분집합 구조를 다루는 BITMASK_DP가 훨씬 구체적이고 정확한 설명임
165_E_solution_7,165_E,Compatible Numbers,solution_7,7,BITMASK,95,0,0,,,0,,0,,90,,,,,,0,,,,,,,0,,,,,,,DP,90,LIKELY_SPECIFIC_ALGORITHM,단순 비트 연산이 아니라 dp[mask] 형태의 상태 전이를 통해 부분집합을 찾는 DP 구조가 핵심임
165_E_solution_8,165_E,Compatible Numbers,solution_8,8,DP,90,,0,0,95,,,0,0,,0,,,,0,,,,0,,0,,,,,0,0,,,BITMASK,95,LIKELY_SPECIFIC_ALGORITHM,비트 마스크 부분집합 탐색이라는 특수한 DP 형태이므로 BITMASK_DP가 더 구체적임
165_E_solution_8,165_E,Compatible Numbers,solution_8,8,BITMASK,95,0,0,,,0,,0,,90,,,,,,0,,,,,,,0,,,,,,,DP,90,LIKELY_SPECIFIC_ALGORITHM,단순 비트 조작이 아니라 상태 전이를 통한 최적/존재 값 찾기(DP)가 핵심임
165_E_solution_13,165_E,Compatible Numbers,solution_13,13,DP,90,,0,0,100,,,0,0,,0,,,,0,,,,0,,0,,,,,0,0,,,BITMASK,100,KEEP_ORIGINAL,"비트마스크 상태 전이를 이용한 전형적인 SOS DP로, 다른 후보보다 BITMASK_DP가 훨씬 적절함"
165_E_solution_13,165_E,Compatible Numbers,solution_13,13,BITMASK,90,0,0,,,0,,0,,100,,,,,,0,,,,,,,0,,,,,,,DP,100,LIKELY_SPECIFIC_ALGORITHM,단순 비트마스크 사용이 아니라 dp[mask] 전이를 통해 부분집합 정보를 효율적으로 계산하는 DP 구조가 핵심임
165_E_solution_14,165_E,Compatible Numbers,solution_14,14,DP,90,,0,0,100,,,80,0,,0,,,,0,,,,0,,0,,,,,0,0,,,BITMASK,100,KEEP_ORIGINAL,"재귀 호출 구조가 DFS와 유사하지만, 실제 핵심은 비트마스크 상태의 최적값을 전파하는 DP임"
165_E_solution_14,165_E,Compatible Numbers,solution_14,14,BITMASK,90,0,0,,,0,,80,,100,,,,,,0,,,,,,,0,,,,,,,DP,100,LIKELY_SPECIFIC_ALGORITHM,비트마스크 표현을 사용하여 부분집합 간의 전이를 계산하는 DP가 풀이의 핵심임
165_E_solution_11,165_E,Compatible Numbers,solution_11,11,DP,80,,0,0,90,,,0,0,,0,,,,0,,,,0,,0,,,,,0,0,,,BITMASK,90,LIKELY_SPECIFIC_ALGORITHM,단순 DP보다 구체적인 BITMASK_DP(SOS DP) 구조가 시간복잡도와 정답 논리를 결정함
165_E_solution_11,165_E,Compatible Numbers,solution_11,11,BITMASK,90,0,0,,,0,,0,,80,,,,,,0,,,,,,,0,,,,,,,DP,80,LIKELY_SPECIFIC_ALGORITHM,"BITMASK는 상태 표현 방식이며, 실제 풀이 구조는 DP 전이(SOS DP)를 통해 결정됨"
165_E_solution_12,165_E,Compatible Numbers,solution_12,12,DP,80,,0,0,90,,,0,0,,0,,,,0,,,,0,,0,,,,,0,0,,,BITMASK,90,LIKELY_SPECIFIC_ALGORITHM,단순 DP보다 구체적인 BITMASK_DP(SOS DP) 구조가 핵심임
165_E_solution_12,165_E,Compatible Numbers,solution_12,12,BITMASK,90,0,0,,,0,,0,,80,,,,,,0,,,,,,,0,,,,,,,DP,80,LIKELY_SPECIFIC_ALGORITHM,BITMASK 표현을 기반으로 한 DP 전이가 풀이의 핵심임
165_E_solution_15,165_E,Compatible Numbers,solution_15,15,DP,95,,0,0,100,,,0,0,,0,,,,0,,,,0,,0,,,,,0,0,,,BITMASK,100,KEEP_ORIGINAL,전형적인 BITMASK_DP(SOS DP) 구조이며 다른 후보 알고리즘으로 대체될 수 없음
165_E_solution_15,165_E,Compatible Numbers,solution_15,15,BITMASK,100,0,0,,,40,,0,,100,,,,,,30,,,,,,,0,,,,,,,DP,100,LIKELY_SPECIFIC_ALGORITHM,단순 비트마스크 표현을 넘어 dp[mask] 전이를 통해 시간복잡도를 최적화하므로 BITMASK_DP가 더 정확함
165_E_solution_16,165_E,Compatible Numbers,solution_16,16,DP,95,,0,0,100,,,0,0,,0,,,,0,,,,0,,0,,,,,0,0,,,BITMASK,100,KEEP_ORIGINAL,전형적인 BITMASK_DP 구조이며 다른 후보 알고리즘으로 대체될 수 없음
165_E_solution_16,165_E,Compatible Numbers,solution_16,16,BITMASK,100,0,0,,,40,,0,,100,,,,,,30,,,,,,,0,,,,,,,DP,100,LIKELY_SPECIFIC_ALGORITHM,단순 비트마스크 사용이 아니라 전이 식을 통해 DP 테이블을 채우는 구조이므로 BITMASK_DP가 더 적절함
165_E_solution_17,165_E,Compatible Numbers,solution_17,17,DP,90,,0,0,100,,,40,0,,0,,,,0,,,,0,,0,,,,,0,0,,,BITMASK,100,LIKELY_SPECIFIC_ALGORITHM,"DP 구조가 맞으나, 마스크 상태 전이를 이용한 BITMASK_DP(SOS DP)라는 매우 구체적인 알고리즘임"
