problem_solution_key,primary_algorithm_b1,primary_algorithm_b2,primary_match,confidence_b1,confidence_b2,max_tag_diff,max_tag_diff_tag,avg_tag_diff,compared_b1_is_boilerplate,compared_b2_is_boilerplate
126_B_solution_5,STRING,STRING,True,HIGH,HIGH,20,TWO_POINTERS,0.5,True,False
126_B_solution_6,STRING_HASHING,BINARY_SEARCH,False,HIGH,HIGH,50,BINARY_SEARCH,1.54,True,False
126_B_solution_7,STRING,STRING,True,HIGH,HIGH,30,TWO_POINTERS,0.5,True,False
126_B_solution_8,KMP,KMP,True,HIGH,HIGH,60,DP,1.25,True,False
126_B_solution_9,KMP,KMP,True,HIGH,HIGH,10,IMPLEMENTATION,0.5,True,False
1366_D_solution_1,NUMBER_THEORY,SIEVE,False,HIGH,HIGH,30,PRIME_CHECK,0.67,True,False
1366_D_solution_10,SIEVE,NUMBER_THEORY,False,HIGH,HIGH,70,GCD_LCM,1.08,True,False
1366_D_solution_11,NUMBER_THEORY,NUMBER_THEORY,True,HIGH,HIGH,20,IMPLEMENTATION,0.54,True,False
1366_D_solution_12,NUMBER_THEORY,NUMBER_THEORY,True,HIGH,HIGH,30,GCD_LCM,0.75,True,False
1366_D_solution_13,NUMBER_THEORY,SIEVE,False,HIGH,HIGH,30,PRIME_CHECK,0.5,True,False
1366_D_solution_14,NUMBER_THEORY,NUMBER_THEORY,True,HIGH,HIGH,20,GCD_LCM,0.38,True,False
1366_D_solution_15,NUMBER_THEORY,NUMBER_THEORY,True,HIGH,HIGH,20,IMPLEMENTATION,0.53,True,False
1366_D_solution_16,NUMBER_THEORY,NUMBER_THEORY,True,HIGH,HIGH,30,GCD_LCM,0.73,True,False
1366_D_solution_17,NUMBER_THEORY,NUMBER_THEORY,True,HIGH,HIGH,40,PRIME_CHECK,0.58,True,False
1366_D_solution_18,NUMBER_THEORY,NUMBER_THEORY,True,HIGH,HIGH,30,PRIME_CHECK,0.33,True,False
1366_D_solution_19,NUMBER_THEORY,NUMBER_THEORY,True,HIGH,HIGH,30,GCD_LCM,0.58,True,False
1366_D_solution_2,SIEVE,SIEVE,True,HIGH,HIGH,20,IMPLEMENTATION,0.38,True,False
1366_D_solution_20,NUMBER_THEORY,NUMBER_THEORY,True,HIGH,HIGH,20,GCD_LCM,0.28,True,False
1366_D_solution_3,NUMBER_THEORY,NUMBER_THEORY,True,HIGH,HIGH,30,GCD_LCM,0.29,True,False
1366_D_solution_4,NUMBER_THEORY,NUMBER_THEORY,True,HIGH,HIGH,30,GCD_LCM,0.62,True,False
1366_D_solution_5,NUMBER_THEORY,SIEVE,False,HIGH,HIGH,20,PRIME_CHECK,0.33,True,False
1366_D_solution_6,SIEVE,SIEVE,True,HIGH,HIGH,30,GCD_LCM,0.25,True,False
1366_D_solution_7,NUMBER_THEORY,NUMBER_THEORY,True,HIGH,HIGH,70,PRIME_CHECK,1.04,True,False
1366_D_solution_8,NUMBER_THEORY,NUMBER_THEORY,True,HIGH,HIGH,15,MATH,0.17,True,False
1366_D_solution_9,SIEVE,NUMBER_THEORY,False,HIGH,HIGH,30,PRIME_CHECK,0.36,True,False
1367_C_solution_1,GREEDY,GREEDY,True,HIGH,HIGH,30,FIXED_WINDOW,0.96,True,False
1367_C_solution_10,GREEDY,GREEDY,True,HIGH,HIGH,10,IMPLEMENTATION,0.12,True,False
1367_C_solution_11,GREEDY,GREEDY,True,HIGH,HIGH,40,STRING,0.42,True,False
1367_C_solution_12,GREEDY,GREEDY,True,HIGH,HIGH,40,SIMULATION,0.67,True,False
1367_C_solution_13,GREEDY,GREEDY,True,HIGH,HIGH,40,COMBINATORICS,0.79,True,False
1367_C_solution_14,GREEDY,GREEDY,True,HIGH,HIGH,40,SIMULATION,1.21,True,False
1367_C_solution_15,GREEDY,GREEDY,True,HIGH,HIGH,30,INTERVAL_GREEDY,0.75,True,False
1367_C_solution_16,GREEDY,GREEDY,True,HIGH,HIGH,30,IMPLEMENTATION,0.5,True,False
1367_C_solution_17,GREEDY,GREEDY,True,HIGH,HIGH,20,IMPLEMENTATION,0.33,True,False
1367_C_solution_18,GREEDY,GREEDY,True,HIGH,HIGH,30,STRING,0.42,True,False
1367_C_solution_19,GREEDY,GREEDY,True,HIGH,HIGH,25,IMPLEMENTATION,0.46,True,False
1367_C_solution_2,GREEDY,MATH,False,HIGH,HIGH,40,SIMULATION,1.0,True,False
1367_C_solution_20,GREEDY,GREEDY,True,HIGH,HIGH,80,RANGE_SUM_QUERY,2.0,True,False
1367_C_solution_3,GREEDY,GREEDY,True,HIGH,HIGH,15,SIMULATION,0.25,True,False
1367_C_solution_4,GREEDY,GREEDY,True,HIGH,HIGH,20,MATH,0.25,True,False
1367_C_solution_5,GREEDY,GREEDY,True,HIGH,HIGH,80,STATE_SIMULATION,1.08,True,False
1367_C_solution_6,GREEDY,MATH,False,HIGH,HIGH,70,INTERVAL_GREEDY,1.21,True,False
1367_C_solution_7,GREEDY,GREEDY,True,HIGH,HIGH,35,SIMULATION,0.67,True,False
1367_C_solution_8,GREEDY,MATH,False,HIGH,HIGH,40,SIMULATION,0.79,True,False
1367_C_solution_9,GREEDY,GREEDY,True,HIGH,HIGH,20,IMPLEMENTATION,0.83,True,False
1369_C_solution_1,GREEDY,GREEDY,True,HIGH,HIGH,30,SIMULATION,0.42,True,False
1369_C_solution_10,GREEDY,GREEDY,True,HIGH,HIGH,30,SIMULATION,0.62,True,False
1369_C_solution_11,GREEDY,GREEDY,True,HIGH,HIGH,10,IMPLEMENTATION,0.17,True,False
1369_C_solution_12,GREEDY,GREEDY,True,HIGH,HIGH,35,TWO_POINTERS,0.58,True,False
1369_C_solution_13,GREEDY,GREEDY,True,HIGH,HIGH,20,IMPLEMENTATION,0.38,True,False
1369_C_solution_14,GREEDY,GREEDY,True,HIGH,HIGH,20,MATH,0.29,True,False
1369_C_solution_15,GREEDY,GREEDY,True,HIGH,HIGH,30,SIMULATION,0.67,True,False
1369_C_solution_16,GREEDY,GREEDY,True,HIGH,HIGH,10,IMPLEMENTATION,0.12,True,False
1369_C_solution_17,GREEDY,GREEDY,True,HIGH,HIGH,10,IMPLEMENTATION,0.33,True,False
1369_C_solution_18,GREEDY,GREEDY,True,HIGH,HIGH,10,MATH,0.21,True,False
1369_C_solution_19,GREEDY,GREEDY,True,HIGH,HIGH,10,IMPLEMENTATION,0.29,True,False
1369_C_solution_2,GREEDY,GREEDY,True,HIGH,HIGH,35,TWO_POINTERS,0.83,True,False
1369_C_solution_20,GREEDY,GREEDY,True,HIGH,HIGH,25,TWO_POINTERS,0.38,True,False
1369_C_solution_3,GREEDY,GREEDY,True,HIGH,HIGH,20,IMPLEMENTATION,0.42,True,False
1369_C_solution_4,GREEDY,GREEDY,True,HIGH,HIGH,10,IMPLEMENTATION,0.25,True,False
1369_C_solution_5,GREEDY,GREEDY,True,HIGH,HIGH,10,IMPLEMENTATION,0.21,True,False
1369_C_solution_6,GREEDY,GREEDY,True,HIGH,HIGH,20,IMPLEMENTATION,0.29,True,False
1369_C_solution_7,GREEDY,GREEDY,True,HIGH,HIGH,30,SIMULATION,0.54,True,False
1369_C_solution_8,GREEDY,GREEDY,True,HIGH,HIGH,10,IMPLEMENTATION,0.21,True,False
1369_C_solution_9,GREEDY,GREEDY,True,HIGH,HIGH,30,IMPLEMENTATION,0.67,True,False
1373_D_solution_1,DP,DP,True,HIGH,HIGH,50,DIFFERENCE_ARRAY,1.25,True,False
1373_D_solution_10,DP,DP,True,HIGH,HIGH,40,PREFIX_SUM,0.42,True,False
1373_D_solution_11,DP,DP,True,HIGH,HIGH,70,DIFFERENCE_ARRAY,1.25,True,False
1373_D_solution_12,DP,DP,True,HIGH,HIGH,70,DIFFERENCE_ARRAY,1.17,True,False
1373_D_solution_13,DP,DP,True,HIGH,HIGH,20,PREFIX_SUM,0.46,True,False
1373_D_solution_14,DP,DP,True,HIGH,HIGH,25,GREEDY,0.29,True,False
1373_D_solution_15,DP,DP,True,HIGH,HIGH,20,GREEDY,0.54,True,False
1373_D_solution_16,DP,DP,True,HIGH,HIGH,10,IMPLEMENTATION,0.29,True,False
1373_D_solution_17,DP,DP,True,HIGH,HIGH,20,IMPLEMENTATION,0.33,True,False
1373_D_solution_18,DP,DP,True,HIGH,HIGH,30,PREFIX_SUM,0.67,True,False
1373_D_solution_19,DP_1D,DP_1D,True,HIGH,HIGH,30,MATH,0.54,True,False
1373_D_solution_2,DP,DP,True,HIGH,HIGH,20,IMPLEMENTATION,0.46,True,False
1373_D_solution_20,DP,DP_1D,False,HIGH,HIGH,30,PREFIX_SUM,0.46,True,False
1373_D_solution_3,DP,DP,True,HIGH,HIGH,10,IMPLEMENTATION,0.17,True,False
1373_D_solution_4,DP,DP,True,HIGH,HIGH,30,MATH,0.42,True,False
1373_D_solution_5,DP,DP,True,HIGH,HIGH,30,GREEDY,0.33,True,False
1373_D_solution_6,DP_1D,DP,False,HIGH,HIGH,40,PREFIX_SUM,0.86,True,False
1373_D_solution_7,DIVIDE_AND_CONQUER,DIVIDE_AND_CONQUER,True,HIGH,HIGH,40,DP_1D,0.5,True,False
1373_D_solution_8,DP,DP,True,HIGH,HIGH,30,PREFIX_SUM,0.92,True,False
1373_D_solution_9,DP,DP,True,HIGH,HIGH,20,IMPLEMENTATION,0.46,True,False
1475_D_solution_1,GREEDY,BINARY_SEARCH,False,HIGH,HIGH,70,BOUND_SEARCH,0.83,True,False
1475_D_solution_10,GREEDY,GREEDY,True,HIGH,HIGH,20,IMPLEMENTATION,0.17,True,False
1475_D_solution_11,GREEDY,HEAP_GREEDY,False,HIGH,HIGH,30,SORTING_GREEDY,0.83,True,False
1475_D_solution_12,GREEDY,BINARY_SEARCH,False,HIGH,HIGH,20,GREEDY,0.38,True,False
1475_D_solution_17,GREEDY,BINARY_SEARCH,False,HIGH,HIGH,10,BINARY_SEARCH,0.25,True,False
1475_D_solution_18,GREEDY,BINARY_SEARCH,False,HIGH,HIGH,10,IMPLEMENTATION,0.46,True,False
1475_D_solution_19,BINARY_SEARCH,BINARY_SEARCH,True,HIGH,HIGH,85,SORTING_GREEDY,0.96,True,False
1475_D_solution_2,GREEDY,BINARY_SEARCH,False,HIGH,HIGH,10,BINARY_SEARCH,0.17,True,False
1475_D_solution_20,GREEDY,GREEDY,True,HIGH,HIGH,80,TWO_POINTERS,1.29,True,False
1475_D_solution_3,GREEDY,TWO_POINTERS,False,HIGH,HIGH,40,CUSTOM_SORTING,1.21,True,False
1475_D_solution_4,BINARY_SEARCH,BINARY_SEARCH,True,HIGH,HIGH,60,CUSTOM_SORTING,0.75,True,False
1475_D_solution_5,BINARY_SEARCH,BINARY_SEARCH,True,HIGH,HIGH,70,BOUND_SEARCH,0.96,True,False
1475_D_solution_6,GREEDY,BINARY_SEARCH,False,HIGH,HIGH,90,CUSTOM_SORTING,1.79,True,False
1475_D_solution_7,GREEDY,BINARY_SEARCH,False,HIGH,HIGH,40,CUSTOM_SORTING,1.0,True,False
1475_D_solution_8,GREEDY,TWO_POINTERS,False,HIGH,HIGH,30,IMPLEMENTATION,0.46,True,False
1475_D_solution_9,TWO_POINTERS,GREEDY,False,HIGH,HIGH,10,SORTING_GREEDY,0.21,True,False
1538_F_solution_1,MATH,MATH,True,HIGH,HIGH,20,IMPLEMENTATION,0.38,True,False
1538_F_solution_10,MATH,MATH,True,HIGH,HIGH,20,NUMBER_THEORY,0.21,True,False
1538_F_solution_11,MATH,MATH,True,HIGH,HIGH,10,NUMBER_THEORY,0.12,True,False
1538_F_solution_12,MATH,MATH,True,HIGH,HIGH,20,NUMBER_THEORY,0.29,True,False
1538_F_solution_13,MATH,MATH,True,HIGH,HIGH,5,MATH,0.08,True,False
1538_F_solution_14,MATH,MATH,True,HIGH,HIGH,20,NUMBER_THEORY,0.17,True,False
1538_F_solution_15,DIGIT_DP,DP,False,HIGH,HIGH,30,DP_1D,0.67,True,False
1538_F_solution_16,MATH,MATH,True,HIGH,HIGH,20,SIMULATION,0.29,True,False
1538_F_solution_17,MATH,MATH,True,HIGH,HIGH,45,NUMBER_THEORY,0.58,True,False
1538_F_solution_18,MATH,MATH,True,HIGH,HIGH,50,NUMBER_THEORY,0.67,True,False
1538_F_solution_19,MATH,MATH,True,HIGH,MEDIUM,50,NUMBER_THEORY,1.38,True,False
1538_F_solution_2,MATH,MATH,True,HIGH,HIGH,20,IMPLEMENTATION,0.17,True,False
1538_F_solution_20,MATH,MATH,True,HIGH,HIGH,40,IMPLEMENTATION,0.83,True,False
1538_F_solution_3,MATH,MATH,True,HIGH,HIGH,5,NUMBER_THEORY,0.04,True,False
1538_F_solution_4,MATH,MATH,True,HIGH,HIGH,5,MATH,0.08,True,False
1538_F_solution_5,MATH,MATH,True,HIGH,HIGH,10,IMPLEMENTATION,0.17,True,False
1538_F_solution_6,MATH,MATH,True,HIGH,HIGH,20,IMPLEMENTATION,0.25,True,False
1538_F_solution_7,MATH,MATH,True,HIGH,HIGH,30,IMPLEMENTATION,0.42,True,False
1538_F_solution_8,MATH,MATH,True,HIGH,HIGH,55,NUMBER_THEORY,0.89,True,False
1538_F_solution_9,MATH,MATH,True,HIGH,HIGH,10,NUMBER_THEORY,0.08,True,False
1554_C_solution_1,BIT_MANIPULATION,BIT_MANIPULATION,True,HIGH,HIGH,10,IMPLEMENTATION,0.21,True,False
1554_C_solution_10,BIT_MANIPULATION,BIT_MANIPULATION,True,HIGH,HIGH,40,BINARY_SEARCH,1.04,True,False
1554_C_solution_11,BIT_MANIPULATION,BIT_MANIPULATION,True,HIGH,HIGH,55,BITMASK,0.75,True,False
1554_C_solution_12,BIT_MANIPULATION,BIT_MANIPULATION,True,HIGH,HIGH,50,BITMASK,1.25,True,False
1554_C_solution_13,BIT_MANIPULATION,BIT_MANIPULATION,True,HIGH,HIGH,10,IMPLEMENTATION,0.46,True,False
1554_C_solution_14,GREEDY,BIT_MANIPULATION,False,HIGH,HIGH,30,BINARY_SEARCH,0.46,True,False
1554_C_solution_15,BIT_MANIPULATION,BIT_MANIPULATION,True,HIGH,HIGH,55,BITMASK,0.67,True,False
1554_C_solution_16,BIT_MANIPULATION,BIT_MANIPULATION,True,HIGH,MEDIUM,40,MATH,1.29,True,False
1554_C_solution_17,BIT_MANIPULATION,BIT_MANIPULATION,True,HIGH,HIGH,50,BITMASK,1.33,True,False
1554_C_solution_18,BIT_MANIPULATION,BIT_MANIPULATION,True,HIGH,HIGH,40,BITMASK,0.92,True,False
1554_C_solution_19,BIT_MANIPULATION,BITMASK,False,HIGH,HIGH,15,BITMASK,0.33,True,False
1554_C_solution_2,BIT_MANIPULATION,BIT_MANIPULATION,True,HIGH,HIGH,10,IMPLEMENTATION,0.17,True,False
1554_C_solution_20,BIT_MANIPULATION,BITMASK,False,HIGH,HIGH,95,BITMASK,1.12,True,False
1554_C_solution_3,BIT_MANIPULATION,BIT_MANIPULATION,True,HIGH,HIGH,45,BITMASK,0.92,True,False
1554_C_solution_4,BIT_MANIPULATION,BIT_MANIPULATION,True,HIGH,HIGH,20,MATH,0.25,True,False
1554_C_solution_5,BIT_MANIPULATION,BIT_MANIPULATION,True,HIGH,HIGH,30,STRING,0.5,True,False
1554_C_solution_6,BIT_MANIPULATION,BIT_MANIPULATION,True,HIGH,HIGH,20,IMPLEMENTATION,0.42,True,False
1554_C_solution_7,BIT_MANIPULATION,GREEDY,False,HIGH,HIGH,40,BITMASK,0.71,True,False
1554_C_solution_8,GREEDY,GREEDY,True,HIGH,HIGH,40,STRING,0.88,True,False
1554_C_solution_9,BIT_MANIPULATION,BIT_MANIPULATION,True,HIGH,HIGH,65,BITMASK,0.75,True,False
165_D_solution_1,IMPLEMENTATION,IMPLEMENTATION,True,HIGH,HIGH,60,HASH_SET,1.75,True,False
165_D_solution_10,SEGMENT_TREE,SEGMENT_TREE,True,HIGH,HIGH,90,RANGE_MIN_QUERY,1.08,True,False
165_D_solution_11,FENWICK_TREE,TREE,False,HIGH,HIGH,50,SUBTREE_QUERY,1.67,True,False
165_D_solution_12,FENWICK_TREE,TREE,False,HIGH,HIGH,40,SUBTREE_QUERY,0.96,True,False
165_D_solution_13,FENWICK_TREE,FENWICK_TREE,True,HIGH,HIGH,60,EULER_TOUR,1.58,True,False
165_D_solution_14,SEGMENT_TREE,SEGMENT_TREE,True,HIGH,HIGH,10,IMPLEMENTATION,0.46,True,False
165_D_solution_15,TREE,IMPLEMENTATION,False,HIGH,HIGH,35,BOUND_SEARCH,1.25,True,False
165_D_solution_16,SEGMENT_TREE,SEGMENT_TREE,True,HIGH,HIGH,50,BINARY_SEARCH,1.46,True,False
165_D_solution_17,SEGMENT_TREE,SEGMENT_TREE,True,HIGH,HIGH,20,DFS,0.33,True,False
165_D_solution_18,TREE,TREE,True,HIGH,HIGH,5,IMPLEMENTATION,0.08,True,False
165_D_solution_19,TREE,TREE,True,HIGH,MEDIUM,45,DIVIDE_AND_CONQUER,1.08,True,False
165_D_solution_2,SEGMENT_TREE,SEGMENT_TREE,True,HIGH,HIGH,50,GRAPH_TRAVERSAL,1.08,True,False
165_D_solution_20,SEGMENT_TREE,SEGMENT_TREE,True,HIGH,HIGH,60,RANGE_SUM_QUERY,1.71,True,False
165_D_solution_3,TREE,TREE,True,HIGH,HIGH,70,BINARY_SEARCH,2.12,True,False
165_D_solution_4,FENWICK_TREE,FENWICK_TREE,True,HIGH,HIGH,80,TREE_TRAVERSAL,2.42,True,False
165_D_solution_5,FENWICK_TREE,LCA,False,HIGH,HIGH,30,PREFIX_SUM,0.96,True,False
165_D_solution_6,SEGMENT_TREE,SEGMENT_TREE,True,HIGH,HIGH,10,IMPLEMENTATION,0.42,True,False
165_D_solution_7,FENWICK_TREE,FENWICK_TREE,True,HIGH,HIGH,20,GRAPH_TRAVERSAL,0.46,True,False
165_D_solution_8,FENWICK_TREE,FENWICK_TREE,True,HIGH,HIGH,40,DFS,0.71,True,False
165_D_solution_9,FENWICK_TREE,FENWICK_TREE,True,HIGH,HIGH,10,IMPLEMENTATION,0.42,True,False
165_E_solution_1,BITMASK_DP,BITMASK_DP,True,HIGH,HIGH,40,BITMASK_BRUTE_FORCE,0.96,True,False
165_E_solution_10,BITMASK_DP,BITMASK_DP,True,HIGH,HIGH,20,BRUTE_FORCE,0.79,True,False
165_E_solution_11,BITMASK_DP,BITMASK_DP,True,HIGH,HIGH,50,BITMASK_BRUTE_FORCE,1.58,True,False
165_E_solution_12,BITMASK_DP,BITMASK_DP,True,HIGH,HIGH,30,MATH,1.12,True,False
165_E_solution_13,BITMASK_DP,BITMASK_DP,True,HIGH,HIGH,30,MATH,0.5,True,False
165_E_solution_14,BITMASK_DP,BITMASK_DP,True,HIGH,HIGH,50,DFS,1.04,True,False
165_E_solution_15,BITMASK_DP,BITMASK_DP,True,HIGH,HIGH,40,BITMASK_BRUTE_FORCE,0.75,True,False
165_E_solution_16,BITMASK_DP,BITMASK_DP,True,HIGH,HIGH,40,BITMASK_BRUTE_FORCE,0.54,True,False
165_E_solution_17,BITMASK_DP,BITMASK_DP,True,HIGH,HIGH,20,BACKTRACKING,0.54,True,False
165_E_solution_18,BITMASK_DP,BITMASK_DP,True,HIGH,HIGH,90,DP_2D,1.88,True,False
165_E_solution_19,BITMASK_DP,BITMASK_DP,True,HIGH,HIGH,20,BRUTE_FORCE,0.83,True,False
165_E_solution_2,BITMASK_DP,BITMASK_DP,True,HIGH,HIGH,40,BITMASK_BRUTE_FORCE,0.92,True,False
165_E_solution_20,BITMASK_DP,BITMASK_DP,True,HIGH,HIGH,20,BRUTE_FORCE,0.71,True,False
165_E_solution_3,BITMASK_DP,BITMASK_DP,True,HIGH,HIGH,70,DP_1D,1.21,True,False
165_E_solution_4,BITMASK_DP,BITMASK_DP,True,HIGH,HIGH,70,DP_2D,1.29,True,False
165_E_solution_5,BITMASK_DP,BITMASK_DP,True,HIGH,HIGH,10,BIT_MANIPULATION,0.17,True,False
165_E_solution_6,BITMASK_DP,BITMASK_DP,True,HIGH,HIGH,20,MATH,0.29,True,False
165_E_solution_7,BITMASK_DP,BITMASK_DP,True,HIGH,HIGH,30,SUBSET_ENUMERATION,0.5,True,False
165_E_solution_8,BITMASK_DP,BITMASK_DP,True,HIGH,HIGH,40,BITMASK_BRUTE_FORCE,1.17,True,False
165_E_solution_9,BITMASK_DP,BITMASK_DP,True,HIGH,HIGH,50,BITMASK_BRUTE_FORCE,1.08,True,False
245_F_solution_1,TWO_POINTERS,TWO_POINTERS,True,HIGH,HIGH,40,EVENT_SIMULATION,0.71,True,False
245_F_solution_10,SLIDING_WINDOW,SLIDING_WINDOW,True,HIGH,HIGH,40,EVENT_SIMULATION,1.25,True,False
245_F_solution_11,SLIDING_WINDOW,SLIDING_WINDOW,True,HIGH,HIGH,20,TWO_POINTERS,0.33,True,False
245_F_solution_12,SLIDING_WINDOW,SLIDING_WINDOW,True,HIGH,HIGH,20,BRUTE_FORCE,0.46,True,False
245_F_solution_13,FIXED_WINDOW,SLIDING_WINDOW,False,HIGH,HIGH,40,EVENT_SIMULATION,1.25,True,False
245_F_solution_14,SLIDING_WINDOW,SLIDING_WINDOW,True,HIGH,HIGH,20,EVENT_SIMULATION,0.75,True,False
245_F_solution_15,SLIDING_WINDOW,SLIDING_WINDOW,True,HIGH,HIGH,20,SIMULATION,0.71,True,False
245_F_solution_16,BINARY_SEARCH,BINARY_SEARCH,True,HIGH,HIGH,50,VARIABLE_WINDOW,1.29,True,False
245_F_solution_17,SLIDING_WINDOW,SLIDING_WINDOW,True,HIGH,HIGH,40,SIMULATION,1.21,True,False
245_F_solution_18,SLIDING_WINDOW,SLIDING_WINDOW,True,HIGH,HIGH,40,TWO_POINTERS,1.17,True,False
245_F_solution_19,SLIDING_WINDOW,SLIDING_WINDOW,True,HIGH,HIGH,40,SIMULATION,0.79,True,False
245_F_solution_2,SLIDING_WINDOW,SLIDING_WINDOW,True,HIGH,HIGH,20,BRUTE_FORCE,0.5,True,False
245_F_solution_20,FIXED_WINDOW,SLIDING_WINDOW,False,HIGH,HIGH,100,FIXED_WINDOW,2.04,True,False
245_F_solution_3,TWO_POINTERS,TWO_POINTERS,True,HIGH,HIGH,30,PREFIX_SUM,0.33,True,False
245_F_solution_4,SLIDING_WINDOW,SLIDING_WINDOW,True,HIGH,HIGH,40,TWO_POINTERS,1.08,True,False
245_F_solution_5,SLIDING_WINDOW,SLIDING_WINDOW,True,HIGH,HIGH,60,TWO_POINTERS,1.75,True,False
245_F_solution_6,SLIDING_WINDOW,SLIDING_WINDOW,True,HIGH,HIGH,60,TWO_POINTERS,1.42,True,False
245_F_solution_7,SLIDING_WINDOW,TWO_POINTERS,False,HIGH,HIGH,40,EVENT_SIMULATION,1.21,True,False
245_F_solution_8,FIXED_WINDOW,SLIDING_WINDOW,False,HIGH,HIGH,30,GREEDY,1.08,True,False
245_F_solution_9,SLIDING_WINDOW,SLIDING_WINDOW,True,HIGH,HIGH,30,SIMULATION,0.88,True,False
257_A_solution_1,GREEDY,GREEDY,True,HIGH,HIGH,5,SORTING,0.12,True,False
257_A_solution_10,GREEDY,GREEDY,True,HIGH,HIGH,20,MATH,0.21,True,False
257_A_solution_11,GREEDY,GREEDY,True,HIGH,HIGH,40,SIMULATION,0.62,True,False
257_A_solution_12,GREEDY,GREEDY,True,HIGH,HIGH,10,SORTING_GREEDY,0.21,True,False
257_A_solution_13,GREEDY,GREEDY,True,HIGH,HIGH,40,SIMULATION,0.75,True,False
257_A_solution_14,GREEDY,GREEDY,True,HIGH,HIGH,40,SIMULATION,0.79,True,False
257_A_solution_15,GREEDY,GREEDY,True,HIGH,HIGH,20,MATH,0.33,True,False
257_A_solution_16,GREEDY,GREEDY,True,HIGH,HIGH,30,IMPLEMENTATION,0.62,True,False
257_A_solution_17,GREEDY,GREEDY,True,HIGH,HIGH,40,SIMULATION,0.5,True,False
257_A_solution_18,GREEDY,GREEDY,True,HIGH,HIGH,20,MATH,0.21,True,False
257_A_solution_19,GREEDY,GREEDY,True,HIGH,HIGH,20,IMPLEMENTATION,0.33,True,False
257_A_solution_2,GREEDY,GREEDY,True,HIGH,HIGH,20,IMPLEMENTATION,0.25,True,False
257_A_solution_20,GREEDY,GREEDY,True,HIGH,HIGH,40,SIMULATION,1.0,True,False
257_A_solution_3,GREEDY,GREEDY,True,HIGH,HIGH,5,SORTING_GREEDY,0.04,True,False
257_A_solution_4,GREEDY,GREEDY,True,HIGH,HIGH,15,SORTING_GREEDY,0.12,True,False
257_A_solution_5,GREEDY,GREEDY,True,HIGH,HIGH,20,MATH,0.17,True,False
257_A_solution_6,GREEDY,GREEDY,True,HIGH,HIGH,40,SIMULATION,0.46,True,False
257_A_solution_7,GREEDY,GREEDY,True,HIGH,HIGH,50,SIMULATION,1.04,True,False
257_A_solution_8,GREEDY,GREEDY,True,HIGH,HIGH,20,IMPLEMENTATION,0.5,True,False
257_A_solution_9,GREEDY,GREEDY,True,HIGH,HIGH,20,IMPLEMENTATION,0.33,True,False
336_C_solution_1,BIT_MANIPULATION,BIT_MANIPULATION,True,HIGH,HIGH,95,BITMASK,1.71,True,False
336_C_solution_10,BIT_MANIPULATION,BIT_MANIPULATION,True,HIGH,HIGH,20,BITMASK,0.33,True,False
336_C_solution_11,BIT_MANIPULATION,BIT_MANIPULATION,True,HIGH,MEDIUM,40,HASH_MAP,1.67,True,False
336_C_solution_12,BIT_MANIPULATION,BIT_MANIPULATION,True,HIGH,HIGH,20,IMPLEMENTATION,0.42,True,False
336_C_solution_13,GREEDY,BIT_MANIPULATION,False,HIGH,HIGH,95,BITMASK,1.42,True,False
336_C_solution_14,BIT_MANIPULATION,BIT_MANIPULATION,True,HIGH,HIGH,40,BRUTE_FORCE,0.62,True,False
336_C_solution_15,BITMASK,BITMASK,True,HIGH,HIGH,60,BITMASK_BRUTE_FORCE,1.25,True,False
336_C_solution_16,BIT_MANIPULATION,BITMASK,False,HIGH,HIGH,50,BITMASK_BRUTE_FORCE,0.92,True,False
336_C_solution_17,BIT_MANIPULATION,GREEDY,False,HIGH,HIGH,95,BITMASK,1.25,True,False
336_C_solution_18,BIT_MANIPULATION,GREEDY,False,HIGH,HIGH,95,BITMASK,2.12,True,False
336_C_solution_19,GREEDY,BIT_MANIPULATION,False,HIGH,HIGH,20,NUMBER_THEORY,0.62,True,False
336_C_solution_2,BIT_MANIPULATION,BIT_MANIPULATION,True,HIGH,HIGH,40,IMPLEMENTATION,0.92,True,False
336_C_solution_20,GREEDY,BIT_MANIPULATION,False,HIGH,HIGH,90,BITMASK,1.42,True,False
336_C_solution_3,GREEDY,GREEDY,True,HIGH,HIGH,90,BITMASK,1.38,True,False
336_C_solution_4,BIT_MANIPULATION,GREEDY,False,HIGH,HIGH,90,BITMASK,1.33,True,False
336_C_solution_5,GREEDY,BIT_MANIPULATION,False,HIGH,HIGH,60,BITMASK,0.75,True,False
336_C_solution_6,BITMASK,BIT_MANIPULATION,False,HIGH,HIGH,95,BITMASK,2.12,True,False
336_C_solution_7,BIT_MANIPULATION,BIT_MANIPULATION,True,HIGH,HIGH,10,IMPLEMENTATION,0.33,True,False
336_C_solution_8,BIT_MANIPULATION,BIT_MANIPULATION,True,HIGH,HIGH,30,SIMULATION,0.67,True,False
336_C_solution_9,GREEDY,BIT_MANIPULATION,False,HIGH,HIGH,40,BITMASK,0.88,True,False
487_A_solution_1,BRUTE_FORCE,BRUTE_FORCE,True,HIGH,HIGH,10,SIMULATION,0.17,True,False
487_A_solution_10,BRUTE_FORCE,BRUTE_FORCE,True,HIGH,HIGH,30,MATH,0.62,True,False
487_A_solution_11,BRUTE_FORCE,BRUTE_FORCE,True,HIGH,HIGH,10,SIMULATION,0.21,True,False
487_A_solution_12,BRUTE_FORCE,BRUTE_FORCE,True,HIGH,HIGH,20,MATH,0.25,True,False
